paper_id,year,title,for_l2,for_l4
pub.1165535714,2023,Leveraging large-scale multi-omics to identify therapeutic targets from genome-wide association studies,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165535727,2023,Linking the genetic structure of neuroanatomical phenotypes with psychiatric disorders,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences; Psychology,Biological Psychology; Genetics
pub.1165544141,2023,Aminopeptidase O Protein Mediates the association between Lachnospiraceae and Appendicular Lean Mass,Biological Sciences; Health Sciences,Epidemiology
pub.1165544253,2023,Causal Relationship Study Between Basal Metabolic Rate and the Risk of Dental Caries: Evidence from Genome-Wide Association Analysis,Biological Sciences; Biomedical and Clinical Sciences; Health Sciences; Mathematical Sciences,Dentistry; Epidemiology; Genetics; Statistics
pub.1165544315,2023,A Mendelian Randomisation Study to Examine the Causal Associations of Circulating Micronutrient Levels with Frailty Risk,Biological Sciences; Health Sciences; Mathematical Sciences,Epidemiology; Genetics; Statistics
pub.1165558176,2023,Sex‐specific causality of MRI‐derived body compositions on glycaemic traits: Mendelian randomization and observational study,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165558219,2023,Long-term association of ultra-short heart rate variability with cardiovascular events,Biomedical and Clinical Sciences; Health Sciences,Epidemiology; Public Health
pub.1165560732,2023,"Family History of AD/Dementia, Polygenic Risk Score for AD, and Parkinson's Disease",Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165563666,2023,Low bone mineral density is associated with gray matter volume decrease in UK Biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1165564269,2023,Factorizing polygenic epistasis improves prediction and uncovers biological pathways in complex traits,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165565124,2023,HLA allele-calling using multi-ancestry whole-exome sequencing from the UK Biobank identifies 129 novel associations in 11 autoimmune diseases,Biological Sciences; Biomedical and Clinical Sciences,Genetics; Immunology
pub.1165566210,2023,Therapeutic targets for endometriosis: Genome-wide Mendelian randomization and colocalization analyses,Biological Sciences,Genetics
pub.1165566297,2023,Genetic analyses identify evidence for a causal relationship between Ewing sarcoma and hernias,Biological Sciences,Genetics
pub.1165567218,2023,Ancestry-specific polygenic risk scores are risk enhancers for clinical cardiovascular disease assessments,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165568272,2023,"Different types of screen time, physical activity, and incident dementia, Parkinson’s disease, depression and multimorbidity status",Health Sciences,Public Health
pub.1165569352,2023,Poor sleep and shift work associate with increased blood pressure and inflammation in UK Biobank participants,Health Sciences,Epidemiology
pub.1165574928,2023,Risk factors for major adverse cardiovascular events in postmenopausal women: UK Biobank prospective cohort study,Biomedical and Clinical Sciences,Reproductive Medicine
pub.1165575191,2023,A precision medicine approach to coronary artery disease risk prediction and mitigation in people with type 2 diabetes,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165579741,2023,"Effect modification of dietary diversity on the association of air pollution with incidence, complications, and mortality of type 2 diabetes: Results from a large prospective cohort study",Health Sciences,Epidemiology
pub.1165606295,2023,Dissecting unique and common variance across body and brain health indicators using age prediction,Engineering; Health Sciences,Biomedical Engineering
pub.1165606443,2023,Persistence of SARS-CoV-2 antibodies over 18 months following infection: UK Biobank COVID-19 Serology Study,Health Sciences,Epidemiology; Public Health
pub.1165620982,2023,Genetic predisposition to white blood cells in relation to the risk of frailty,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165647698,2023,Ventricular volume asymmetry as a novel imaging biomarker for disease discrimination and outcome prediction,Biomedical and Clinical Sciences; Health Sciences,Epidemiology
pub.1165647706,2023,Dynamic Importance of Genomic and Clinical Risk for Coronary Artery Disease Over the Life Course,Health Sciences,Epidemiology
pub.1165654140,2023,Comparison between UK Biobank and Shanghai Changfeng suggests distinct hip morphology may contribute to ethnic differences in the prevalence of hip osteoarthritis,Health Sciences,Sports Science and Exercise
pub.1165655700,2023,Genetics and epidemiology of mutational barcode-defined clonal hematopoiesis,Biological Sciences,Genetics
pub.1165655883,2023,A Blood-Based Lipid Profile Associated With Hippocampal Volume and Brain Resting-State Activation Within Obese Adults from the UK Biobank,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1165656689,2023,Clinical biomarker-based biological ageing and future risk of neurological disorders in the UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165657761,2023,"Early-life risk factors, accelerated biological aging and the late-life risk of mortality and morbidity",Biomedical and Clinical Sciences,Clinical Sciences
pub.1165658138,2023,"Socioeconomic status, lifestyle and risk of incident dementia: a prospective cohort study of 276730 participants",Biological Sciences; Biomedical and Clinical Sciences,Clinical Sciences; Genetics
pub.1165659601,2023,Association between regular proton pump inhibitors use and cardiovascular outcomes: A large prospective cohort study,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165659810,2023,Observational and genetic associations of adiposity with cardiopulmonary multimorbidity: Linear and nonlinear Mendelian randomization analysis,Health Sciences,Epidemiology
pub.1165659940,2023,Evaluation of optimal methods and ancestries for calculating polygenic risk scores in East Asian population,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165660962,2023,Long‐Read Sequencing Resolves a Complex Structural Variant in PRKN Parkinson's Disease,Biomedical and Clinical Sciences,Clinical Sciences; Neurosciences
pub.1165662160,2023,Green blue space exposure changes and impact on individual-level well-being and mental health: a population-wide dynamic longitudinal panel study with linked survey data,Health Sciences,Health Services and Systems; Public Health
pub.1165662207,2023,Genome‐Wide Association Study of Cardiovascular Resilience Identifies Protective Variation in the CETP Gene,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165687681,2023,Biobank-scale inference of multi-individual identity by descent and gene conversion,Biological Sciences,Genetics
pub.1165687710,2023,"Whole genome sequencing analysis identifies rare, large-effect non-coding variants and regions associated with circulating protein levels",Biological Sciences,Bioinformatics and Computational Biology; Genetics
pub.1165688327,2023,Increased risk of osteoporosis in patients with chronic rhinosinusitis: prospective and genetic risk score studies (Preprint),Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences
pub.1165698380,2023,Plasma Proteomics to Identify Drug Targets for Ischemic Heart Disease,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165698412,2023,Severe and common mental disorders and risk of emergency hospital admissions for ambulatory care sensitive conditions among the UK Biobank cohort,Health Sciences,Health Services and Systems; Public Health
pub.1165702011,2023,ExplaiNAble BioLogical Age (ENABL Age): an artificial intelligence framework for interpretable biological age,Health Sciences,Epidemiology
pub.1165702049,2023,C-Reactive Protein and Heart Failure in Patients With Established Cardiovascular Disease Evidence From UK Biobank,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology
pub.1165704336,2023,Common co-morbidities in polymyalgia rheumatica and giant cell arteritis: cross-sectional study in UK Biobank,Biomedical and Clinical Sciences,Clinical Sciences
pub.1165706791,2023,Influence of social deprivation on morbidity and all-cause mortality of cardiometabolic multi-morbidity: a cohort analysis of the UK Biobank cohort,Health Sciences,Epidemiology; Public Health
pub.1165707752,2023,Associations of the Mediterranean‐DASH Intervention for Neurodegenerative Delay diet with brain structural markers and their changes,Biomedical and Clinical Sciences; Psychology,Biological Psychology
pub.1165722993,2023,Abstract 13873: Deep Learning-Based GWAS of Aortic Valve Function Links 81 Loci to Aortic Stenosis Risk,Health Sciences,Sports Science and Exercise
pub.1165723033,2023,"Abstract 16099: Life’s Essential 8 and Genetic Predisposition Predict Brain Volume Change, Mild Cognitive Impairment and Dementia Risk",Health Sciences,Epidemiology; Health Services and Systems
pub.1165723104,2023,FastSurfer-HypVINN: Automated sub-segmentation of the hypothalamus and adjacent structures on high-resolutional brain MRI,Information and Computing Sciences; Psychology,Biological Psychology
pub.1165737145,2023,Joint associations of device-measured physical activity and abdominal obesity with incident cardiovascular disease: a prospective cohort study,Biomedical and Clinical Sciences; Health Sciences,Clinical Sciences; Public Health
pub.1165737327,2023,Retinal thickness and antidepressants,Biomedical and Clinical Sciences; Psychology,Biological Psychology; Ophthalmology and Optometry
pub.1165743931,2023,Inferring disease architecture and predictive ability with LDpred2-auto,Biological Sciences,Genetics
pub.1165745211,2023,The local environment and germline genetic variation predict cancer risk in the UK Biobank prospective cohort,Biological Sciences; Chemical Sciences; Environmental Sciences,Unclassified
pub.1165745250,2023,Independent relevance of adiposity measures to coronary heart disease risk among 0.5 million adults in UK Biobank,Health Sciences,Epidemiology; Public Health
pub.1165746257,2023,Genetically proxied HTRA1 protease activity and circulating levels independently predict risk of ischemic stroke and coronary artery disease,Biological Sciences; Health Sciences,Epidemiology; Genetics
pub.1165749278,2023,Association between birth weight/joint exposure to ambient air pollutants and type 2 diabetes: a cohort study in the UK Biobank,Health Sciences,Epidemiology
