community,n_authors,mean_ukb_h_index,median_ukb_papers,female_name_share,modal_for_l2,modal_for_l4,modal_institution,modal_country,author_share,cumulative_author_share,top_topics,top_institutions
1136,4,0.0,2.0,66.66666666666667,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Istanbul Technical University,Turkey,0.005777257824573566,97.52155639325804,Ophthalmology and Optometry (100%),Istanbul Technical University (67%); Işık University (33%)
1137,4,0.75,2.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Shanghai Jiao Tong University,China,0.005777257824573566,97.52733365108261,Epidemiology (50%); Oncology and Carcinogenesis (50%),Shanghai Jiao Tong University (100%)
1138,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,First Affiliated Hospital of GuangXi Medical University,China,0.005777257824573566,97.53311090890719,Cardiovascular Medicine and Haematology (100%),First Affiliated Hospital of GuangXi Medical University (50%); Guangxi Medical University (50%)
1139,4,1.0,1.0,0.0,Health Sciences,Epidemiology,Zhengzhou University,China,0.005777257824573566,97.53888816673177,Epidemiology (100%),Zhengzhou University (100%)
1140,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Tianjin Children's Hospital,China,0.005777257824573566,97.54466542455634,Clinical Sciences (100%),Tianjin Children's Hospital (75%); Tianjin Medical University (25%)
1141,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Zhejiang University,China,0.005777257824573566,97.55044268238092,Oncology and Carcinogenesis (100%),Zhejiang University (100%)
1142,4,1.0,2.0,50.0,Health Sciences,Public Health,University of Illinois at Urbana-Champaign,United States,0.005777257824573566,97.5562199402055,Public Health (100%),University of Illinois at Urbana-Champaign (100%)
1143,4,1.0,1.0,33.333333333333336,Health Sciences,Applied and Developmental Psychology,University of Otago,New Zealand,0.005777257824573566,97.56199719803007,Applied and Developmental Psychology (100%),University of Otago (75%); Universidade Federal do Vale do São Francisco (25%)
1144,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology,China,0.005777257824573566,97.56777445585465,Epidemiology (100%),Tongji Hospital Affiliated to Tongji Medical College of Huazhong University of Science & Technology (75%); University of South China (25%)
1145,4,2.0,2.0,0.0,Biomedical and Clinical Sciences,Dentistry,Peking University School of Stomatology,China,0.005777257824573566,97.57355171367922,Dentistry (100%),Peking University School of Stomatology (100%)
1146,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Guangxi University of Chinese Medicine,China,0.005777257824573566,97.5793289715038,Clinical Sciences (100%),"Guangxi University of Chinese Medicine (75%); Department of Urology, The Second People’s Hospital of Zhaoqing, Zhaoqing, China (25%)"
1147,4,1.0,1.0,0.0,Biological Sciences,Genetics,Guangzhou University of Chinese Medicine,China,0.005777257824573566,97.58510622932837,Genetics (100%),Guangzhou University of Chinese Medicine (100%)
1148,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,The Third Affiliated Hospital of Zhejiang Chinese Medical University,China,0.005777257824573566,97.59088348715295,Clinical Sciences (100%),The Third Affiliated Hospital of Zhejiang Chinese Medical University (100%)
1149,4,1.0,2.0,100.0,Health Sciences,Public Health,University of Pittsburgh,United States,0.005777257824573566,97.59666074497753,Public Health (100%),University of Pittsburgh (75%); Saint Vincent College (25%)
1150,4,0.0,1.0,0.0,Biological Sciences,Epidemiology,Beijing Chao-Yang Hospital,China,0.005777257824573566,97.6024380028021,Epidemiology (100%),Beijing Chao-Yang Hospital (50%); Capital Medical University (25%); Zhengzhou People's Hospital (25%)
1151,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Tianjin Medical University General Hospital,China,0.005777257824573566,97.60821526062668,Clinical Sciences (100%),"Tianjin Medical University General Hospital (75%); Department of Medicine, Ganzhou Tumor Hospital, Ganzhou, Jiangxi Province, PR China. (25%)"
1152,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Hospital of Shanxi Medical University,China,0.005777257824573566,97.61399251845125,Clinical Sciences (100%),First Hospital of Shanxi Medical University (50%); Shanxi Medical University (50%)
1153,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,First Medical Center of PLA General Hospital,China,0.005777257824573566,97.61976977627583,Clinical Sciences (100%),First Medical Center of PLA General Hospital (50%); Beijing Shijingshan Hospital (25%); Chinese PLA General Hospital (25%)
1154,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Central South University,China,0.005777257824573566,97.6255470341004,Clinical Sciences (100%),"Central South University (75%); University of Maryland, Baltimore (25%)"
1155,4,1.0,3.0,75.0,Biological Sciences,Genetics,King's College London,United Kingdom,0.005777257824573566,97.63132429192498,Genetics (100%),King's College London (50%); Medical University of South Carolina (50%)
1156,4,1.0,1.0,0.0,Biological Sciences,Genetics,Sheng Jing Hospital,China,0.005777257824573566,97.63710154974956,Genetics (100%),Sheng Jing Hospital (75%); First Hospital of China Medical University (25%)
1157,4,1.0,1.0,25.0,Biological Sciences,Epidemiology,Kallyope Inc,United States,0.005777257824573566,97.64287880757414,Epidemiology (100%),Kallyope Inc (100%)
1158,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Nanchang University,China,0.005777257824573566,97.64865606539871,Medical Biochemistry and Metabolomics (100%),Nanchang University (100%)
1159,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Army Medical University,China,0.005777257824573566,97.65443332322329,Clinical Sciences (100%),Army Medical University (50%); Xinxiang Medical University (50%)
1160,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Sichuan University,China,0.005777257824573566,97.66021058104786,Epidemiology (100%),Sichuan University (75%); Chengdu Center for Disease Control and Prevention (25%)
1161,4,1.0,1.0,0.0,Biological Sciences,Epidemiology,Heilongjiang University of Chinese Medicine,China,0.005777257824573566,97.66598783887244,Epidemiology (100%),Heilongjiang University of Chinese Medicine (100%)
1162,4,1.0,1.0,0.0,Health Sciences,Epidemiology,Second Affiliated Hospital of Fujian Medical University,China,0.005777257824573566,97.67176509669702,Epidemiology (100%),Second Affiliated Hospital of Fujian Medical University (100%)
1163,4,1.0,1.0,100.0,Health Sciences,Epidemiology,Ruian People's Hospital,China,0.005777257824573566,97.67754235452159,Epidemiology (100%),Ruian People's Hospital (100%)
1164,4,1.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Tianjin University of Traditional Chinese Medicine,China,0.005777257824573566,97.68331961234617,Clinical Sciences (100%),Tianjin University of Traditional Chinese Medicine (75%); Tianjin Anding Hospital (25%)
1165,4,1.0,2.0,0.0,Biomedical and Clinical Sciences,Dentistry,"Department of Oral and Maxillofacial Surgery, Gansu Province Hospital, Lanzhou, China",China,0.005777257824573566,97.68909687017074,Dentistry (100%),"Department of Oral and Maxillofacial Surgery, Gansu Province Hospital, Lanzhou, China (50%); First Hospital of Lanzhou University (25%); Gansu University of Traditional Chinese Medicine (25%)"
1166,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Capital Medical University,China,0.005777257824573566,97.69487412799532,Clinical Sciences (100%),Capital Medical University (75%); China Rehabilitation Research Center (25%)
1167,4,1.0,1.0,0.0,Environmental Sciences,Epidemiology,Ningbo University,China,0.005777257824573566,97.7006513858199,Epidemiology (100%),Ningbo University (100%)
1168,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Shanxi Medical University,China,0.005777257824573566,97.70642864364447,Clinical Sciences (100%),Shanxi Medical University (75%); Zhejiang University (25%)
1169,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Zhuhai People's Hospital,China,0.005777257824573566,97.71220590146905,Cardiovascular Medicine and Haematology (100%),Zhuhai People's Hospital (75%); ShenZhen People’s Hospital (25%)
1170,4,1.0,1.0,25.0,Biomedical and Clinical Sciences,Clinical Sciences,Leiden University Medical Center,Netherlands,0.005777257824573566,97.71798315929362,Clinical Sciences (100%),Leiden University Medical Center (100%)
1171,4,1.25,3.0,0.0,Biomedical and Clinical Sciences,Epidemiology,Qilu Hospital of Shandong University,China,0.005777257824573566,97.7237604171182,Epidemiology (100%),Qilu Hospital of Shandong University (75%); Shandong University (25%)
1172,4,0.0,1.0,0.0,Health Sciences,Epidemiology,Central South University,China,0.005777257824573566,97.72953767494278,Epidemiology (100%),Central South University (100%)
1173,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Immunology,Tianjin Medical University General Hospital,China,0.005777257824573566,97.73531493276735,Immunology (100%),Tianjin Medical University General Hospital (100%)
1174,4,0.0,1.0,0.0,Health Sciences,Epidemiology,中山大学公共卫生学院流行病学系，广州 510080,,0.005777257824573566,97.74109219059193,Epidemiology (100%),中山大学公共卫生学院流行病学系，广州 510080 (100%)
1175,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Renmin Hospital of Wuhan University,China,0.005777257824573566,97.7468694484165,Clinical Sciences (100%),Renmin Hospital of Wuhan University (75%); The University of Sydney (25%)
1176,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Health Services and Systems,Mianyang Central Hospital,China,0.005777257824573566,97.75264670624108,Health Services and Systems (100%),Mianyang Central Hospital (100%)
1177,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Nutrition and Dietetics,Longhua Hospital Shanghai University of Traditional Chinese Medicine,China,0.005777257824573566,97.75842396406566,Nutrition and Dietetics (100%),Longhua Hospital Shanghai University of Traditional Chinese Medicine (100%)
1178,4,0.0,1.5,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Xian Yang Central Hospital,China,0.005777257824573566,97.76420122189023,Clinical Sciences (100%),Xian Yang Central Hospital (100%)
1179,4,1.0,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Chongqing Medical University,China,0.005777257824573566,97.76997847971481,Clinical Sciences (100%),Chongqing Medical University (100%)
1180,4,0.0,1.0,25.0,Biomedical and Clinical Sciences,Clinical Sciences,Universidade Federal do Ceará,Brazil,0.005777257824573566,97.77575573753938,Clinical Sciences (100%),Universidade Federal do Ceará (75%); State University of Ceará (25%)
1181,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Chongqing Medical University,China,0.005777257824573566,97.78153299536396,Clinical Sciences (100%),Chongqing Medical University (100%)
1182,4,1.0,1.0,50.0,Mathematical Sciences,Statistics,University of Cincinnati,United States,0.005777257824573566,97.78731025318854,Statistics (100%),University of Cincinnati (50%); City University of Hong Kong (25%); University of Louisville (25%)
1183,4,1.0,1.0,100.0,Health Sciences,Epidemiology,Tianjin First Center Hospital,China,0.005777257824573566,97.79308751101311,Epidemiology (100%),Tianjin First Center Hospital (100%)
1184,4,0.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Novartis Pharma SAS,France,0.005777257824573566,97.79886476883769,Clinical Sciences (100%),"Novartis Pharma SAS (75%); Centre de Santé, Paris, France (25%)"
1185,4,1.0,1.0,0.0,Biological Sciences,Bioinformatics and Computational Biology,Changchun University of Chinese Medicine,China,0.005777257824573566,97.80464202666226,Bioinformatics and Computational Biology (100%),Changchun University of Chinese Medicine (75%); Capital Medical University (25%)
1186,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Biological Psychology,Liaquat University of Medical & Health Sciences,Rwanda,0.005777257824573566,97.81041928448684,Biological Psychology (100%),Liaquat University of Medical & Health Sciences (25%); University Teaching Hospital of Butare (25%); University of Rwanda (25%)
1187,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Fujian Medical University,China,0.005777257824573566,97.81619654231142,Clinical Sciences (100%),Fujian Medical University (100%)
1188,4,1.0,1.0,0.0,"Agricultural, Veterinary and Food Sciences",Animal Production,Xiamen University,China,0.005777257824573566,97.82197380013599,Animal Production (50%); Epidemiology (50%),"Xiamen University (75%); Department of Neurosurgery, The 900th Hospital of Joint Logistic Team of PLA, 350025 Fuzhou, Fu Jian, China. Electronic address: zhangshangming2019@163.com. (25%)"
1189,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Zhongnan Hospital of Wuhan University,China,0.005777257824573566,97.82775105796057,Clinical Sciences (100%),Zhongnan Hospital of Wuhan University (100%)
1190,4,0.0,2.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,County Hospital,United Kingdom,0.005777257824573566,97.83352831578514,Clinical Sciences (75%); Cardiovascular Medicine and Haematology (25%),County Hospital (50%); Luton and Dunstable Hospital (50%)
1191,4,1.0,1.0,100.0,Biomedical and Clinical Sciences,Clinical Sciences,Zhejiang University,China,0.005777257824573566,97.83930557360972,Clinical Sciences (100%),Zhejiang University (100%)
1192,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Zhejiang University,China,0.005777257824573566,97.8450828314343,Medical Biochemistry and Metabolomics (100%),Zhejiang University (100%)
1193,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Clinical Sciences,Shanxi Medical University,China,0.005777257824573566,97.85086008925887,Clinical Sciences (100%),Shanxi Medical University (100%)
1194,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Dentistry,Nantong University,China,0.005777257824573566,97.85663734708345,Dentistry (100%),Nantong University (50%); Affiliated Hospital of Nantong University (25%); Beijing Anzhen Hospital (25%)
1195,4,0.5,1.0,50.0,Biomedical and Clinical Sciences,Epidemiology,Christian Medical College & Hospital,India,0.005777257824573566,97.86241460490803,Epidemiology (75%); Medical Physiology (25%),Christian Medical College & Hospital (100%)
1196,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,,Union Hospital Tongji Medical College Huazhong University of Science and Technology,China,0.005777257824573566,97.8681918627326,,Union Hospital Tongji Medical College Huazhong University of Science and Technology (75%); State Key Laboratory of Cardiovascular Disease (25%)
1197,4,1.0,1.0,0.0,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Chinese People's Liberation Army,China,0.005777257824573566,97.87396912055718,Cardiovascular Medicine and Haematology (100%),Chinese People's Liberation Army (50%); Chinese PLA General Hospital (25%); Hangzhou Normal University (25%)
